Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Column Mode,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence: Critical Condition,Evidence: Critical Component,Evidence: Column Name,Evidence: Mobile Phase Solvents,Evidence: Mobile Phase Ratio,Evidence: Temperature,Evidence: Pore Size,Evidence: Flow Rate,Notes
[315] Abdul-Karim2017.pdf,10.1002/pola.28559,2017,M. I. Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Center for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",poly(ethylene ether-carbonate),poly(ethylene ether-carbonate),statistical copolymer,critical adsorption point,ZORBAX ODS,ODS,Reversed Phase,70 Å,250 mm x 4.6 mm,"acetonitrile, water, triethylamine",64-35-1,v/v %,,False,,,30,0.5 mL/min,ELSD,explicit,explicit,explicit,"The chromatographic critical behaviour was observed in mobile phase composition acetonitrile-water-TEA:64-35-1, v/v.",poly(ethylene ether-carbonate),"ZORBAX ODS RP 70 A[˚ ] , 5 lm, 250 mm 3 4.6 mm column",acetonitrile-water-TEA,64-35-1 (v/v %),column temperature: 30 8C,70 Å,0.5 > mL/min,Critical adsorption point of PEEC established on RP column. Used to analyze block copolymers where PEEC is the critical block.
[315] Abdul-Karim2017.pdf,10.1002/pola.28559,2017,M. I. Malik,mimran.malik@iccs.edu,"H.E.J. Research Institute of Chemistry, International Center for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",poly(ethylene glycol),poly(ethylene glycol),linear,critical adsorption point,Ultisil diol,diol,Normal Phase,120 Å,250 mm x 4.6 mm,"acetone, water",65:35,v/v%,,False,,,30,0.5 mL/min,ELSD,explicit,explicit,explicit,The critical adsorption point of PEG should be between these two mobile phase compositions.,PEG,"Ultisil diol column, 120A[˚ ] , 5 lm, 250 mm 3 4.6 mm (Welch, China)",acetone in water,65% acetone in water,column temperature: 30 8C,120 Å,0.5 > mL/min,Critical adsorption point of PEG established on NP diol column. Used to analyze block copolymers where PEG is the critical block.
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PEG-MME 1100,EO block,block copolymer,CAP for EO,Nucleosil 100-5 OH,silica-based diol phase,Normal Phase,100 Å,250 mm × 4.6 mm,"acetone, water",77.93%,w/w acetone,,False,,,25.0,0.5 ml/min,ELSD,explicit,explicit,missed,CAP for EO,CAP for EO,Nucleosil 100-5 OH,acetone–water mobile phase,"77.93%, w/w acetone",temperature of 25.0[•] C was maintained for all measurements in LCCC,pore diameter: 100 Å,flow rate of 0.5 ml/min,"Used to analyze block copolymers of PEG-MME 1100 with PO, BO, and HO. The EO block is at critical condition."
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PEG-MME 1100,BO block,block copolymer,CAP for BO,Jordi Gel DVB 500 RP,poly-divinylbenzene,Reversed Phase,500 Å,250 mm × 4.6 mm,"THF, water",84.55%,w/w THF,,False,,,25.0,0.5 ml/min,ELSD,explicit,explicit,missed,CAP for BO,CAP for BO,Jordi Gel DVB 500 RP,THF–water,"84.55%, w/w THF",temperature of 25.0[•] C was maintained for all measurements in LCCC,pore diameter: 500 Å,flow rate of 0.5 ml/min,Used to analyze block copolymers containing BO. The BO block is at critical condition.
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",PEG-MME 1100,HO block,block copolymer,CAP for HO,Jordi Gel DVB 500 RP,poly-divinylbenzene,Reversed Phase,500 Å,250 mm × 4.6 mm,"THF, water",87.04%,w/w THF,,False,,,25.0,0.5 ml/min,ELSD,explicit,explicit,missed,CAP for HO,CAP for HO,Jordi Gel DVB 500 RP,THF–water,"87.04%, w/w THF",temperature of 25.0[•] C was maintained for all measurements in LCCC,pore diameter: 500 Å,flow rate of 0.5 ml/min,Used to analyze block copolymers containing HO. The HO block is at critical condition.
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",poly(propylene oxide),poly(propylene oxide),,critical adsorption point,Jordi Gel DVB 500 RP,poly-divinylbenzene,Reversed Phase,500 Å,250 mm × 4.6 mm,"acetone, water",92.42%,w/w,,False,,,25.0,0.5 ml/min,ELSD,explicit,missed,explicit,"at the so-called critical adsorption point (CAP) entropic and enthalpic effects compensate each other, and retention becomes independent on molar mass, which means, that the corresponding block becomes “chromatographically invisible”",the hydrophobic block in a rather non-polar mobile phase,Jordi Gel DVB 500 RP (100% poly-divinylbenzene),acetone–water,"92.42%, w/w acetone",25.0[◦] C,500 Å,0.5 ml/min,
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",poly(butene oxide),poly(butene oxide),,critical adsorption point,Jordi Gel DVB 500 RP,poly-divinylbenzene,Reversed Phase,500 Å,250 mm × 4.6 mm,"THF, water",84.55%,w/w,,False,,,25.0,0.5 ml/min,ELSD,explicit,missed,explicit,"at the so-called critical adsorption point (CAP) entropic and enthalpic effects compensate each other, and retention becomes independent on molar mass, which means, that the corresponding block becomes “chromatographically invisible”",the hydrophobic block in a rather non-polar mobile phase,Jordi Gel DVB 500A RP,THF–water,"84.55%, w/w THF",25.0[◦] C,500 Å,0.5 ml/min,
[321] Malik2009.pdf,10.1016/j.chroma.2008.12.067,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",poly(hexene oxide),poly(hexene oxide),,critical adsorption point,Jordi Gel DVB 500 RP,poly-divinylbenzene,Reversed Phase,500 Å,250 mm × 4.6 mm,"THF, water",87.04%,w/w,,False,,,25.0,0.5 ml/min,ELSD,explicit,missed,explicit,"at the so-called critical adsorption point (CAP) entropic and enthalpic effects compensate each other, and retention becomes independent on molar mass, which means, that the corresponding block becomes “chromatographically invisible”",the hydrophobic block in a rather non-polar mobile phase,Jordi Gel DVB 500A RP,THF–water,"87.04%, w/w THF",25.0[◦] C,500 Å,0.5 ml/min,
[322] Fischer2015.pdf,10.1007/s13361-015-1233-8,2015,Sarah Trimpin; Steffen M. Weidner; Jana Falkenhagen,strimpin@chem.wayne.edu; steffen.weidner@bam.de; jana.falkenhagen@bam.de,"Department of Chemistry, Wayne State University, Detroit, MI 48202, USA; BAM Federal Institute for Materials Research and Testing, D-12489, Berlin, Germany; BAM Federal Institute for Materials Research and Testing, D-12489, Berlin, Germany",poly(ethylene glycol),poly(ethylene glycol),linear,The solvent composition was 47:53 ACN/H2O (v:v) as determined to be the critical conditions for PEG.,octadecyl silica column,octadecyl silica,Reversed Phase,120 Å,250×4.6 mm,"ACN, H2O",47:53,v:v,,False,,,,0.5 mL min⁻¹,evaporative light scattering detector (ELSD),explicit,explicit,explicit,The solvent composition was 47:53 ACN/H2O (v:v) as determined to be the critical conditions for PEG.,The solvent composition was 47:53 ACN/H2O (v:v) as determined to be the critical conditions for PEG.,The column used was an octadecyl silica column with a pore size of 120 Å and particle size of 5 μm with a 250×4.6 mm inner diameter.,The solvent composition was 47:53 ACN/H2O (v:v) as determined to be the critical conditions for PEG.,The solvent composition was 47:53 ACN/H2O (v:v) as determined to be the critical conditions for PEG.,,The column used was an octadecyl silica column with a pore size of 120 Å and particle size of 5 μm with a 250×4.6 mm inner diameter.,"The crude samples were dissolved as 1 mg mL⁻¹, and 10 μL of the sample was injected at a flow rate of 0.5 mL min⁻¹.","LCCC performed on Agilent 1100/1200 Series HPLC. ELSD nebulizer 90°C, evaporator 110°C (detector temps, not column)."
[327] Trathnigg2010.pdf,10.1007/s00216-010-3951-x,2011,Bernd Trathnigg; Hasnat Ahmed,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), 8010 Graz, Austria",Polyethylene glycol (PEG),EO,Linear,Critical conditions for EO were found on the Synergi Fusion RP column in 82% methanol at a temperature of 25 °C.,Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 Å,250 x 4.6 mm,"Methanol, Water",82% methanol,volume percent,,False,,,25,0.5 mL/min,ELSD,explicit,explicit,explicit,critical conditions for EO were found on the Synergi Fusion RP column in 82% methanol at a temperature of 25 °C,critical conditions for EO,Synergi Fusion RP column,methanol,82% methanol,25 °C,nominal pore size= 80Å,0.5 mLmin⁻¹,"The text states that under these conditions, retention times of PEGs and PEG-MMEs are sufficiently different to allow separation, implying the critical condition applies to the PEG backbone (EO repeat unit)."
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 2010,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 3120,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 6240,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 12000,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 23000,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[328] Bashir2006.pdf,10.1016/j.chroma.2006.07.089,2006,Wolfgang Radke,wradke@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schlossgartenstr. 6, D-64289 Darmstadt, Germany",PEG 40000,PEG,linear,elution time does not depend on molar mass,Nucleosil C18,C18,Reversed Phase,300 A,250 mm x 4.6 mm I.D.,"methanol, water",83/17,% MeOH/% water,,False,,,35,1 mL/min,UV-detector,explicit,explicit,missed,"At a MeOH content of 83% the curves for different molar masses merge. This behaviour indicates the critical conditions, where the elution time does not depend on molar mass.",PEGs,The stationary phase was Nucleosil C18,Mixtures of methanol (MeOH)... and water,At a MeOH content of 83%,Column temperature 35[◦] C,"pore diameter 300 A,[˚]",flow rate was 1 mL/min,Critical composition determined for high molar mass PEGs where elution is independent of molar mass.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG 6k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),XB-C18,C18,Reversed Phase,300 Å,250 mm × 4.6 mm I.D.,"acetonitrile, water",40 vol% acetonitrile in water,vol%,,False,,,25,0.5 mL min-1,ELSD,explicit,explicit,missed,The critical compositions for non-functional PEGs were obtained at 40% acetonitrile in water from an XB-C18 column at 25 °C.,non-functional PEGs,XB-C18 column,acetonitrile in water,40% acetonitrile in water,25 °C,300 Å pore size,0.5 mL min-1,Critical condition established for non-functional PEG backbone to separate based on end-groups.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG 2k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),XB-phenyl,phenyl,Reversed Phase,300 Å,250 × 4.6 mm I.D.,"acetonitrile, water",45 : 55,v/v,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,missed,The LCCC for PEGs on the XB-phenyl column was presented at 45% acetonitrile in water at 30 °C.,PEGs,XB-phenyl column,acetonitrile : water,45 : 55,30 °C,300 Å pore size,0.5 mL min-1,Critical condition established for PEG backbone on phenyl column.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG 4k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),XB-phenyl,phenyl,Reversed Phase,300 Å,250 × 4.6 mm I.D.,"acetonitrile, water",45 : 55,v/v,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,missed,The LCCC for PEGs on the XB-phenyl column was presented at 45% acetonitrile in water at 30 °C.,PEGs,XB-phenyl column,acetonitrile : water,45 : 55,30 °C,300 Å pore size,0.5 mL min-1,Critical condition established for PEG backbone on phenyl column.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG 6k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),XB-phenyl,phenyl,Reversed Phase,300 Å,250 × 4.6 mm I.D.,"acetonitrile, water",45 : 55,v/v,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,missed,The LCCC for PEGs on the XB-phenyl column was presented at 45% acetonitrile in water at 30 °C.,PEGs,XB-phenyl column,acetonitrile : water,45 : 55,30 °C,300 Å pore size,0.5 mL min-1,Critical condition established for PEG backbone on phenyl column.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",MPEGOH 5k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),XB-phenyl,phenyl,Reversed Phase,300 Å,250 × 4.6 mm I.D.,"acetonitrile, water",45 : 55,v/v,,False,,,30,0.5 mL min-1,ELSD,explicit,explicit,missed,The LCCC for PEGs on the XB-phenyl column was presented at 45% acetonitrile in water at 30 °C.,PEGs,XB-phenyl column,acetonitrile : water,45 : 55,30 °C,300 Å pore size,0.5 mL min-1,Critical condition established for PEG backbone on phenyl column.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG 2k,PEG backbone,linear,Liquid chromatography under critical conditions (LCCC),UPLC BEH C18,C18,Reversed Phase,130 Å,100 × 2.1 mm,"acetonitrile, water",40 vol% acetonitrile in water,vol%,,False,,,25,1.2 mL min-1,ELSD,explicit,explicit,missed,Separation of PEGs and benzaldehyde-substituted PEGs under LCCC was also studied by UPLC (with C18 column).,PEGs,UPLC BEH C18 Column,acetonitrile in water,40 vol% acetonitrile in water,25 °C,130 Å pore size,1.2 mL min-1,UPLC LCCC conditions applied to PEGs.
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG,PEG,,The critical compositions for non-functional PEGs were obtained at 40% acetonitrile in water from an XB-C18 column at 25 °C.,XB-C18,C18,Reversed Phase,300 Å,250 mm × 4.6 mm I.D.,"acetonitrile, water",40,%,,True,ammonium acetate,,25,0.5 mL min⁻¹,ELSD,explicit,missed,explicit,The critical compositions for non-functional PEGs were obtained at 40% acetonitrile in water from an XB-C18 column at 25 °C.,,XB-C18 column,acetonitrile in water,40% acetonitrile in water,25 °C,300 Å pore size,0.5 mL min⁻¹,
[330] Wei2016.pdf,10.1039/c6py01653g,2016,X.-L. Jiang; R.-X. Zhuo,xljiang@whu.edu.cn; rzhuo@whu.edu.cn,"Key Laboratory of Biomedical Polymers of Ministry of Education & Department of Chemistry, Wuhan University, Wuhan 430072, P. R. China; Analytical-Chemistry Group, Faculty of Science, van't Hoff Institute for Molecular Sciences, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands",PEG,PEG,,The critical compositions for non-functional PEGs were obtained at 40% acetonitrile in water from an XB-C18 column at 25 °C.,XB-phenyl,phenyl,Reversed Phase,300 Å,250 × 4.6 mm I.D.,"acetonitrile, water",45,%,,False,,,30,0.5 mL min⁻¹,ELSD,explicit,missed,explicit,The critical compositions for non-functional PEGs were obtained at 40% acetonitrile in water from an XB-C18 column at 25 °C.,,XB-phenyl column,acetonitrile : water = 45 : 55,45% acetonitrile in water,30 °C,300 Å pore size,0.5 mL min⁻¹,
[337] Malik2013.pdf,10.1016/j.chroma.2013.09.023,2013,Muhammad Imran Malik,mimran.malik@iccs.edu; m.imran.malik1@gmail.com,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PCL diols with uniform central block (diethylene glycol),EO block (polyethylene oxide),Triblock (CL-DEG-CL) and Diblock (CL-DEG),Critical adsorption point (CAP) for EO block,Synergi Fusion RP,Silica-based dodecyl phase,Reversed Phase,80 A,250 mm x 4.6 mm,"methanol, water",82 vol.% methanol,v/v,,False,,,25.0,0.5 mL/min,density detector DDS70 and refractive index detector,explicit,explicit,missed,"Fig. 1 shows, that on a Synergi Fusion RP column a CAP for EO exists at 25[◦] C in a methanol–water mobile phase containing 82 vol.% methanol.",CAP for EO,Synergi Fusion RP,methanol–water mobile phase,82 vol.% methanol,25[◦] C,nominal pore size = 80 A,flow rate of 0.5 mL/min,Used for LCCC analysis of PCL diols to separate based on architecture (diblock vs triblock).
[337] Malik2013.pdf,10.1016/j.chroma.2013.09.023,2013,Muhammad Imran Malik,mimran.malik@iccs.edu; m.imran.malik1@gmail.com,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan",PCL diol 830,PEG (polyethylene glycol),Triblock and Diblock,Critical adsorption point (CAP) for PEG,Spherisorb ODS2,Silica based reversed phase octadecyl,Reversed Phase,80 A,25 mm x 300 mm,"acetonitrile, water",69.1% acetonitrile,wt.%,,False,,,25.0,2.0 mL/min,density detection system DDS70 and SICON LCD 201 RI detector,explicit,explicit,missed,Semi-preparative LCCC of PCL-diol 830 on the Spherisorb ODS2 column in 69.1% acetonitrile.,PEG,Spherisorb ODS2,acetonitrile–water,69.1% acetonitrile,25.0[◦] C,80 A,flow rate of 2.0 mL/min,Semi-preparative LCCC used to fractionate PCL diol 830. The text explicitly labels this as 'Semi-preparative LCCC'.
[337] Malik2013.pdf,10.1016/j.chroma.2013.09.023,2013,Muhammad Imran Malik; Hasnat Ahmed,mimran.malik@iccs.edu; m.imran.malik1@gmail.com,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan; NAWI Graz, Central Polymer Laboratories (CePoL), Heinrichstrasse 28 and Stremayrgasse 16, A-8010 Graz, Austria; Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",CL-DEG-CL,DEG,triblock,critical adsorption point,Synergi Fusion RP,C18,Reversed Phase,80 A,250 mm × 4.6 mm,"methanol, water",82%,v/v,,False,,,25,0.5 mL/min,,explicit,missed,explicit,CAP for EO exists at 25[•] C in a methanol–water mobile phase containing 82 vol.% methanol.,CAP for EO,Synergi Fusion RP column,methanol–water,82 vol.% methanol,25[•] C,80 A,0.5 mL/min,
[337] Malik2013.pdf,10.1016/j.chroma.2013.09.023,2013,Muhammad Imran Malik; Hasnat Ahmed,mimran.malik@iccs.edu; m.imran.malik1@gmail.com,"H.E.J. Research Institute of Chemistry, International Centre for Chemical and Biological Sciences (ICCBS), University of Karachi, Karachi 75270, Pakistan; NAWI Graz, Central Polymer Laboratories (CePoL), Heinrichstrasse 28 and Stremayrgasse 16, A-8010 Graz, Austria; Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria",BO-DEG-BO,DEG,triblock,critical adsorption point,Synergi Fusion RP,C18,Reversed Phase,80 A,250 mm × 4.6 mm,"methanol, water",70%,v/v,,False,,,25,0.5 mL/min,,explicit,missed,explicit,CAP for EO exists at 25[•] C in a methanol–water mobile phase containing 82 vol.% methanol.,CAP for EO,Synergi Fusion RP column,methanol–water,70% methanol,25[•] C,80 A,0.5 mL/min,
[346] Abrar2011.pdf,10.1007/s00216-010-4448-3,2011,Shazia Abrar; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), A-8010 Graz, Austria",Polyethylene glycol,Ethylene oxide (EO) unit,linear,critical adsorption point (CAP) for EO unit,Luna HILIC,Polyglycidol modified silica,Hydrophilic Interaction,200 Å,250 × 4.6 mm,"Acetone, Water",97 wt.% acetone,wt.%,,False,,,,0.5 ml/min,ELSD,explicit,explicit,explicit,"This is called the critical adsorption point (CAP), where entropic and enthalpic contributions compensate each other, and the interaction parameter equals zero.","For functional polymers and block copolymers, the interaction parameter of the other block (or the end-group parameter) determines the elution behavior.",Luna HILIC column,"acetone, water",97 wt.% acetone,,200 Å,0.5 ml/min,"The text confirms that under these conditions (97 wt.% acetone on Luna HILIC), PEG elution is independent of molar mass (Fig 10), establishing the CAP for the EO unit. Other polymers like PPG and PTHF elute in SEC mode under these conditions."
